gear,rpm_center,pedal_center,n_samples,eng_torque_mean,eng_torque_p50,eng_torque_p75,axle_torque_mean,cyl_airmass_mean,cyl_airmass_p50,airflow_mass_mean,map_kpa_mean,ve_mgk_kpa_mean,ve_airflow_mean,spark_mean,spark_p50,knock_p95,lambda_eq_mean,coverage_ok
5,3075.0,27.5,28,282.3354910326821,298.95044392255,314.60611328130005,826.1256420891071,0.5763380922035715,0.56433441235,89.15719206156072,9.80885837945714,1959.111892132582,102.617030872325,15.481537023535711,19.71,0.0,0.8826906278464285,True
5,3075.0,35.0,65,296.6263603248415,302.145644129,317.8198955186,895.4642650359201,0.6253331785661539,0.6363159722,112.49232017014307,10.639181079640002,2013.9580891077635,116.0314154331923,14.731782854563075,18.34,0.0,0.87882457728,True
5,3075.0,45.0,556,393.7291458030507,403.0580273965001,410.925219330075,1084.368539498388,0.734653893042446,0.7361207937500001,141.18612137560575,13.5142672662741,2053.4111933228187,136.5615166189822,10.235555800613488,14.0,0.0,0.917998864067626,True
5,3075.0,55.0,33,422.5597207330091,420.7154208586,425.2220892137,1164.2855383251972,0.7313256659545454,0.7307068182,140.3778575066727,14.354341562651516,2060.1268114062696,142.9065737662606,11.2560204688,15.64,0.0,0.955140673421212,True
5,3075.0,75.0,26,395.41495968196926,405.189299557,409.56570546095,1048.3396848628345,0.7337836022692308,0.7351410550499999,143.44868005256538,14.278703853507691,2064.4047972442813,144.7422581960923,8.754817311538462,13.7244897959,0.0,0.966581864792308,True
5,3075.0,90.0,30,337.0317927651767,330.65074881055,349.042716190725,1257.4641393538332,0.7357796383666667,0.7383172170000001,146.62221654912335,14.227116610196664,2057.6612558705765,151.75231549404003,15.366666666666667,15.5,0.0,0.9428006798466668,True
5,3325.0,35.0,32,355.24634983500937,354.17758781625,371.25466796875,1029.047764252803,0.66257458049375,0.6511145685499999,103.9028114736,10.404464072734376,2034.881881122431,109.92715836208436,16.192847222221875,16.57,0.0,0.8707373358999999,True
5,3325.0,45.0,406,415.96940065488496,426.8314885525,430.739912014575,1262.5078366983369,0.7521112790894089,0.7623341450000001,149.59812616843348,13.672110008948522,2086.532633192084,149.0170837173665,11.56651918819729,13.5,0.0,0.8756920872894088,True
5,3325.0,90.0,28,339.8689002505,349.3319077766,349.5082278197,1405.2712529852645,0.7454688232464287,0.75056839625,160.0831314799893,14.209451154464285,2104.3509940964072,171.56525556464288,5.064085865114286,4.10714285715,0.0,0.9284576812535714,True
6,1325.0,2.5,830,22.044301958667592,22.73056480535,39.139692630775,8.391744986090002,0.1204152112621686,0.11138099515,12.018634281111446,4.231364589637831,1305.1111138386982,13.127381065325178,21.221031079343977,19.545,0.0,1.3540094207475906,True
6,1325.0,7.5,4593,78.07802301297235,75.6099076705,90.549411526,110.81681276807656,0.1831161846494665,0.1809600457,17.588090652874484,5.6743716950998255,1399.851219615655,19.17327397209357,33.724157353535965,35.5,0.0,1.0454885564360332,True
6,1325.0,12.5,20439,137.44896918267452,139.7816013116,160.23347320505002,218.0840795667613,0.2884010890977738,0.2920753138,26.75665005133864,7.437449464885128,1555.9880598276986,27.26247598235525,26.60636715329208,26.2156862745,0.0,1.0040616257255344,True
6,1325.0,17.5,29359,203.4257748654515,199.9618675595,224.3915521461,334.95613249507926,0.4164751923134336,0.4057165992,38.82073743728707,9.868610170079377,1646.4239309005332,38.34118935993744,17.330754510366585,17.5,0.0,0.9962082753061992,True
6,1325.0,22.5,5277,305.9470489244946,313.1673632813,316.953515625,520.0904914153567,0.6647443274914914,0.679139,62.01664992583852,13.974602242425982,1890.1905825900749,61.84661019413145,5.968758052324522,5.36,0.0,0.997929328519727,True
6,1325.0,27.5,1980,315.6043865381382,317.15178147245,318.493281249975,536.6785049086458,0.6837024216504545,0.6847642351500001,62.95030614794192,14.33159745399021,1904.1930109317937,64.52266938567813,5.200629547632071,5.0,0.0,0.992528560128586,True
6,1325.0,35.0,24,161.87759552879584,174.0801890339,186.2257880173,525.7042481173459,0.6360687403458334,0.68208210785,48.54299815878333,9.483451079675,1863.5805017354123,54.0847274206,4.416801261100001,4.5,0.0,1.0135368578416666,True
6,1575.0,2.5,8256,33.60345378659845,32.9132618979,46.873593242,31.84259159647129,0.1309159030947311,0.12858039065,15.330244857792538,4.554673072644525,1322.0280037898008,16.753559725550506,33.22385060520219,40.2277908805,0.0,1.1666684155117977,True
6,1575.0,7.5,24985,74.52232874019727,73.7826486361,83.1464397089,100.37906154801874,0.1811168866239144,0.1793191489,19.85538736768957,5.497653472777298,1392.729607757366,20.511987371999865,34.71527410906776,37.25,0.0,1.0703403056647307,True
6,1575.0,12.5,68501,121.7437865927822,120.7730263158,134.9918512003,187.6646683265453,0.2538151904631597,0.2515714286,27.015808491446816,6.829527405893061,1515.970984315418,27.5463969465076,30.937329266768646,31.4615384615,0.0,1.0105959593341645,True
6,1575.0,17.5,170684,198.41866012157507,199.67553480215,224.3087260027,325.3694516822648,0.3933115525505349,0.3937773782,41.530709559694046,9.303949571283423,1638.2362198033452,40.705884129104014,20.554029948968687,19.86,0.0,0.9973038828633044,True
6,1575.0,22.5,56795,277.1121596433845,274.1658203125,297.5220786602,468.70516965044135,0.5581084335898794,0.5449481707,59.6961385353119,11.963890273666234,1808.2200541526124,58.64525302660125,12.916730565929866,14.0,0.0,0.9963293789478176,True
