gear,speed_center,pedal_center,n_samples,eng_torque_mean,eng_torque_p50,axle_torque_mean,cyl_airmass_mean,cyl_airmass_p50,airflow_mass_mean,map_kpa_mean,ve_mgk_kpa_mean,spark_mean,spark_p50,knock_p95,lambda_eq_mean,coverage_ok
3,78.75,90.0,80,450.98884630828996,458.52446266970003,1856.3191845640936,0.8231500020425001,0.82335519975,221.42319740267126,14.17403408647375,,13.0506184710725,13.0,0.0,0.8897535902125,True
3,81.25,65.0,251,436.5960056860247,456.3461503359,1817.2479012767094,0.8230667446637451,0.822875,215.5288793471179,14.188056040433862,,11.962473101456176,13.0,0.0,0.8954591245689243,True
3,81.25,75.0,307,460.0567866906206,461.3582459384,1795.1320458019443,0.8252682570338762,0.8270468009,224.5327475086658,14.173795132686973,,11.979355807675896,13.0,0.0,0.893574674693811,True
3,81.25,90.0,276,355.3492403164387,424.735789716,1731.7147833333006,0.7495315001130435,0.8222292565,244.81177838322247,13.642538384703984,,15.255543130527176,13.0,0.0,0.9082174409264492,True
3,83.75,65.0,279,456.0974829870579,459.2766462054,1866.0577559184574,0.8231883029419356,0.823125,214.69932863015268,13.805549785849461,,13.587145037028673,13.5,0.0,0.8963777366688171,True
3,83.75,75.0,383,455.7809827809031,459.2832861437,1805.1472141622671,0.8231124509375979,0.8237091633,232.00992975470052,14.162227153374152,,12.720765358596607,13.5,0.0,0.8936254306219321,True
3,83.75,90.0,330,347.5788814526121,386.24907309319997,1434.4983256575144,0.7818799708009091,0.80774181225,228.39480114946605,13.52283365712818,,10.369081636192423,13.5,0.0,1.023570898107576,True
3,86.25,65.0,289,435.91058743236164,458.2262053823,1825.8927445427714,0.8198484001470587,0.819125,214.95469099371522,13.37608611060692,,14.139605834193423,14.5,0.0,0.8965138954871971,True
3,86.25,75.0,385,454.0975723129161,458.0306636313,1827.299294425809,0.8191718659501298,0.8185872642,232.80171971794286,14.058742042610646,,14.258984153005454,14.5,0.0,0.8974606353511688,True
3,86.25,90.0,374,441.45635613109783,458.55748990489997,1812.0378410542144,0.8191328317804812,0.82079901435,214.76466772119412,13.293809006182352,,14.228305177494653,14.5,0.0,0.9053286761227273,True
3,88.75,65.0,290,440.1766857422093,455.9765625,1798.3620738261036,0.812446929535862,0.8138453638500001,226.2932943236676,13.548934795348277,,14.041264632742758,15.0,0.0,0.8992233880637929,True
3,88.75,75.0,288,455.1322252047625,457.02385739305,1849.0253407290018,0.8158377707777777,0.81648042495,239.0110759351819,14.061751926784375,,14.827221835700348,15.0,0.0,0.9016563161892361,True
3,88.75,90.0,293,449.440347927189,456.1442314475,1848.877218151732,0.814614745225256,0.8145,230.42254632441157,13.950577075055289,,14.698193129022869,15.0,0.0,0.902932852095222,True
4,46.25,17.5,43,156.79404832237904,154.6764457811,651.0115728696628,0.2760740479046511,0.2599923913,46.04538436692559,6.966994158367442,,21.699721493327907,29.0,0.0,0.9895552298465116,True
4,46.25,22.5,26,229.6260422227269,229.3808572451,979.5719564903501,0.4369741299115385,0.442608871,57.46823271586538,8.142383344980768,,25.985255640715383,26.5,0.0,0.9913548823076923,True
4,46.25,27.5,227,253.67368941984054,258.0115830116,854.210164721267,0.4681246032947136,0.465609375,64.66858055445728,9.786178269628193,,23.35104839537885,23.5,0.0,0.9950813402444935,True
